collect.....= UnicornPy_2020.05.30.0
device......= UN-2021.05.36
samplerate..= 250.000
channels....= 16
date........= 2022-07-25T14:07:23.241906
filename....= recordeddata_thread
FZ, C3, CZ, C4, PZ, O1, OZ, O2, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, Battery, Sample
-111.222,-115.246,-104.517,-107.557,-111.312,-99.242,-103.802,-104.427,-0.011,0.895,-0.427,-0.641,0.427,0.610,73.333,224.000
-111.401,-115.156,-104.696,-107.557,-111.312,-99.242,-103.802,-104.517,-0.009,0.895,-0.427,-0.641,0.549,0.519,73.333,225.000
-111.401,-115.067,-104.696,-107.557,-111.133,-99.152,-103.712,-104.696,-0.012,0.893,-0.426,-0.732,0.519,0.549,73.333,226.000
-111.312,-114.888,-104.517,-107.467,-111.133,-99.152,-103.623,-104.517,-0.011,0.893,-0.426,-0.732,0.427,0.519,73.333,227.000
-111.312,-114.977,-104.249,-107.199,-111.043,-99.063,-103.444,-104.517,-0.011,0.893,-0.427,-0.732,0.427,0.519,73.333,228.000
-111.491,-115.246,-104.159,-107.020,-111.043,-99.063,-103.354,-104.517,-0.010,0.893,-0.428,-0.763,0.488,0.580,73.333,229.000
-111.580,-115.156,-104.249,-107.020,-111.043,-99.063,-103.444,-104.427,-0.011,0.894,-0.428,-0.702,0.519,0.549,73.333,230.000
-111.491,-115.246,-104.070,-107.020,-111.133,-99.242,-103.444,-104.517,-0.010,0.895,-0.425,-0.824,0.427,0.519,73.333,231.000
-111.580,-115.335,-103.802,-107.020,-111.043,-99.242,-102.997,-104.606,-0.010,0.894,-0.425,-0.732,0.336,0.519,73.333,232.000
-111.401,-115.424,-103.623,-106.931,-110.954,-98.884,-102.818,-104.696,-0.012,0.894,-0.423,-0.702,0.366,0.549,73.333,233.000
-111.401,-115.156,-103.802,-107.020,-111.043,-99.063,-102.729,-104.696,-0.012,0.894,-0.427,-0.580,0.397,0.549,73.333,234.000
-111.222,-115.067,-103.891,-107.110,-111.043,-98.974,-102.907,-104.785,-0.012,0.893,-0.429,-0.702,0.397,0.519,73.333,235.000
-110.507,-106.931,-84.579,-98.079,-88.781,-43.094,-84.132,-82.165,-0.012,0.893,-0.425,-0.580,0.397,0.488,73.333,236.000
-101.298,-53.644,10.550,-45.151,26.017,163.883,20.295,31.382,-0.012,0.894,-0.425,-0.671,0.336,0.488,73.333,237.000
-108.093,-92.447,-49.263,-84.132,-45.687,50.873,-41.306,-40.412,-0.010,0.894,-0.424,-0.641,0.305,0.488,73.333,238.000
-109.255,-110.149,-92.626,-101.209,-98.526,-59.903,-91.374,-91.553,-0.009,0.892,-0.425,-0.671,0.336,0.580,73.333,239.000
43.273,91.553,172.555,118.732,188.917,321.776,187.665,201.970,-0.010,0.894,-0.427,-0.671,0.397,0.610,73.333,240.000
490.487,573.278,711.769,634.700,736.803,905.156,736.803,769.258,-0.012,0.896,-0.427,-0.671,0.366,0.580,73.333,241.000
394.821,471.443,602.871,529.111,630.230,793.129,628.352,658.393,-0.011,0.893,-0.426,-0.732,0.366,0.580,73.333,242.000
75.102,154.406,267.148,192.314,302.374,460.535,296.742,316.143,-0.010,0.892,-0.426,-0.824,0.397,0.580,73.333,243.000
399.560,490.040,624.597,545.561,653.386,819.147,652.582,680.745,-0.010,0.895,-0.427,-0.793,0.397,0.610,73.333,244.000
1074.046,1154.333,1310.706,1232.743,1328.498,1500.160,1332.611,1372.755,-0.013,0.894,-0.427,-0.732,0.427,0.488,73.333,245.000
1089.245,1168.639,1325.280,1247.585,1342.267,1513.839,1346.201,1387.418,-0.010,0.894,-0.427,-0.854,0.458,0.458,73.333,246.000
709.981,790.000,935.286,859.291,955.224,1124.203,956.386,995.815,-0.010,0.893,-0.428,-0.702,0.427,0.549,73.333,247.000
933.498,1014.233,1166.225,1088.441,1185.537,1355.946,1188.755,1227.021,-0.011,0.895,-0.424,-0.763,0.488,0.488,73.333,248.000
1643.211,1728.148,1899.272,1813.799,1925.379,2091.766,1934.320,1957.208,-0.011,0.892,-0.425,-0.671,0.427,0.427,73.333,249.000
1797.885,1884.252,2059.132,1971.513,2088.189,2251.983,2098.471,2115.816,-0.010,0.894,-0.426,-0.732,0.458,0.610,73.333,250.000
1391.620,1472.891,1638.204,1556.933,1658.500,1828.015,1664.937,1699.180,-0.012,0.895,-0.427,-0.641,0.458,0.580,73.333,251.000
1477.540,1559.884,1727.075,1644.463,1749.069,1917.690,1756.490,1787.156,-0.011,0.895,-0.425,-0.671,0.427,0.549,73.333,252.000
2203.793,2294.451,2472.729,2381.891,2507.240,2666.832,2522.439,2527.625,-0.013,0.895,-0.425,-0.671,0.427,0.641,73.333,253.000
2516.807,2610.594,2791.554,2698.213,2829.195,2985.567,2848.328,2844.841,-0.011,0.892,-0.424,-0.732,0.336,0.549,73.333,254.000
2121.270,2211.571,2390.832,2299.637,2424.807,2584.309,2439.022,2444.923,-0.011,0.892,-0.425,-0.641,0.549,0.427,73.333,255.000
2065.838,2155.424,2334.059,2243.490,2367.676,2527.804,2380.640,2388.418,-0.012,0.892,-0.424,-0.702,0.488,0.519,73.333,256.000
2758.116,2852.172,3032.327,2940.149,3070.146,3226.609,3091.246,3087.044,-0.011,0.895,-0.424,-0.519,0.427,0.580,73.333,257.000
3209.621,3304.840,3484.548,3392.995,3522.546,3678.740,3548.116,3541.411,-0.011,0.895,-0.424,-0.702,0.458,0.610,73.333,258.000
2878.368,2973.497,3153.921,3061.295,3192.187,3348.113,3214.718,3208.459,-0.012,0.895,-0.427,-0.702,0.397,0.580,73.333,259.000
2686.054,2780.378,2961.606,2868.712,3000.141,3155.977,3020.525,3015.161,-0.010,0.894,-0.428,-0.763,0.427,0.549,73.333,260.000
3293.306,3388.346,3568.054,3477.216,3605.962,3762.604,3631.533,3626.168,-0.009,0.894,-0.428,-0.763,0.458,0.549,73.333,261.000
3860.236,3955.097,4133.553,4044.593,4169.852,4328.550,4198.999,4196.406,-0.009,0.893,-0.426,-0.671,0.519,0.580,73.333,262.000
3629.924,3724.963,3904.045,3813.744,3940.702,4098.416,3968.865,3964.574,-0.011,0.893,-0.429,-0.580,0.519,0.549,73.333,263.000
3332.735,3427.685,3607.035,3515.751,3644.944,3801.674,3671.677,3665.329,-0.011,0.894,-0.428,-0.610,0.488,0.519,73.333,264.000
3819.556,3914.327,4092.962,4003.734,4129.083,4288.138,4157.961,4155.458,-0.010,0.896,-0.429,-0.610,0.427,0.488,73.333,265.000
4470.170,4564.405,4743.935,4656.315,4777.999,4939.110,4809.023,4811.347,-0.010,0.893,-0.427,-0.732,0.519,0.580,73.333,266.000
4362.167,4456.312,4635.484,4547.775,4669.816,4830.391,4700.483,4701.824,-0.012,0.894,-0.426,-0.671,0.458,0.519,73.333,267.000
3989.787,4084.290,4262.835,4174.233,4298.330,4457.743,4328.103,4326.404,-0.010,0.894,-0.427,-0.702,0.336,0.519,73.333,268.000
4340.352,4434.318,4613.668,4525.871,4648.448,4808.933,4678.667,4680.008,-0.008,0.892,-0.425,-0.732,0.336,0.549,73.333,269.000
5046.219,5139.024,5320.699,5233.795,5353.601,5515.875,5385.251,5391.688,-0.010,0.891,-0.426,-0.610,0.366,0.519,73.333,270.000
5075.724,5168.439,5350.382,5263.479,5383.105,5545.378,5414.755,5421.550,-0.012,0.894,-0.427,-0.671,0.336,0.549,73.333,271.000
4663.290,4756.630,4937.232,4849.882,4970.581,5132.050,5001.516,5006.165,-0.012,0.894,-0.425,-0.671,0.427,0.610,73.333,272.000
4867.584,4961.015,5141.885,5054.713,5174.787,5336.613,5206.616,5211.891,-0.009,0.894,-0.427,-0.732,0.458,0.549,73.333,273.000
5592.049,5684.407,5868.406,5781.592,5900.682,6063.313,5933.405,5942.078,-0.013,0.894,-0.424,-0.671,0.458,0.488,73.333,274.000
5767.287,5859.555,6043.823,5957.902,6076.635,6239.624,6109.537,6118.835,-0.010,0.895,-0.424,-0.671,0.397,0.519,73.333,275.000
5351.723,5444.349,5626.918,5540.819,5659.730,5822.541,5692.274,5700.053,-0.011,0.893,-0.424,-0.702,0.427,0.549,73.333,276.000
5407.424,5500.317,5683.333,5596.788,5715.699,5878.599,5748.511,5756.200,-0.012,0.894,-0.424,-0.732,0.427,0.549,73.333,277.000
6114.633,6206.901,6392.688,6306.500,6424.875,6588.490,6459.029,6468.774,-0.012,0.893,-0.423,-0.671,0.488,0.549,73.333,278.000
6435.157,6526.978,6713.928,6627.561,6746.204,6910.266,6780.804,6791.265,-0.011,0.894,-0.426,-0.732,0.458,0.519,73.333,279.000
6051.333,6143.064,6328.941,6242.396,6361.217,6524.832,6394.745,6404.759,-0.010,0.895,-0.428,-0.824,0.488,0.580,73.333,280.000
5964.429,6056.429,6241.859,6155.402,6273.867,6437.660,6307.573,6317.318,-0.010,0.893,-0.427,-0.732,0.427,0.580,73.333,281.000
6618.709,6709.815,6898.017,6811.739,6930.293,7093.818,6965.072,6975.801,-0.012,0.895,-0.426,-0.610,0.366,0.549,73.333,282.000
7070.215,7161.410,7350.863,7264.585,7383.318,7546.933,7419.438,7430.346,-0.011,0.893,-0.427,-0.671,0.397,0.580,73.333,283.000
6755.055,6846.608,7034.899,6948.710,7067.085,7231.058,7102.848,7113.220,-0.012,0.893,-0.427,-0.519,0.397,0.397,73.333,284.000
6543.250,6634.535,6822.289,6736.101,6854.744,7018.359,6889.523,6899.895,-0.011,0.893,-0.427,-0.763,0.336,0.458,73.333,285.000
7109.107,7199.855,7389.755,7303.299,7422.389,7586.272,7458.599,7469.238,-0.011,0.893,-0.428,-0.793,0.397,0.519,73.333,286.000
7673.801,7764.639,7956.238,7869.781,7988.961,8153.291,8026.422,8037.151,-0.009,0.892,-0.428,-0.732,0.397,0.519,73.333,287.000
7457.794,7548.542,7739.336,7653.059,7772.060,7936.032,7808.895,7819.803,-0.009,0.896,-0.428,-0.732,0.366,0.580,73.333,288.000
7142.456,7233.382,7423.372,7337.095,7455.917,7619.710,7492.037,7502.676,-0.010,0.896,-0.429,-0.732,0.366,0.641,73.333,289.000
7596.732,7687.570,7878.901,7792.355,7911.713,8075.775,7949.085,7959.814,-0.010,0.895,-0.428,-0.580,0.397,0.610,73.333,290.000
8248.777,8339.258,8532.645,8445.741,8565.547,8730.056,8604.796,8615.614,-0.011,0.893,-0.424,-0.671,0.458,0.519,73.333,291.000
8154.632,8245.112,8438.142,8351.238,8471.222,8635.284,8510.114,8520.754,-0.012,0.894,-0.426,-0.732,0.397,0.488,73.333,292.000
7766.874,7857.622,8049.400,7963.301,8082.659,8246.453,8120.389,8131.208,-0.014,0.894,-0.422,-0.732,0.397,0.519,73.333,293.000
8086.772,8177.431,8369.477,8283.646,8403.631,8567.424,8441.718,8452.626,-0.010,0.892,-0.424,-0.732,0.427,0.519,73.333,294.000
8790.137,8880.796,9074.809,8988.263,9108.873,9273.471,9149.105,9159.566,-0.013,0.893,-0.427,-0.732,0.427,0.488,73.333,295.000
8836.003,8927.108,9120.942,9034.308,9155.096,9319.247,9195.419,9205.611,-0.011,0.894,-0.425,-0.793,0.427,0.519,73.333,296.000
8413.912,8504.750,8697.958,8611.770,8731.665,8895.727,8771.093,8781.196,-0.012,0.894,-0.426,-0.732,0.519,0.397,73.333,297.000
8586.378,8677.216,8871.050,8784.325,8904.667,9068.818,8944.543,8954.467,-0.012,0.892,-0.424,-0.763,0.336,0.488,73.333,298.000
9304.406,9394.796,9590.419,9503.426,9624.394,9788.902,9666.057,9675.534,-0.011,0.893,-0.426,-0.671,0.366,0.519,73.333,299.000
9498.150,9588.541,9784.610,9697.618,9818.675,9983.184,9860.875,9870.263,-0.011,0.894,-0.423,-0.763,0.366,0.488,73.333,300.000
9075.345,9165.825,9360.643,9273.739,9394.796,9558.947,9435.745,9445.490,-0.014,0.894,-0.423,-0.732,0.458,0.580,73.333,301.000
9100.021,9190.233,9385.141,9298.416,9419.115,9583.445,9460.242,9470.256,-0.011,0.892,-0.426,-0.671,0.427,0.549,73.333,302.000
9798.021,9888.233,10084.481,9997.399,10118.725,10283.681,10161.372,10171.027,-0.011,0.894,-0.422,-0.702,0.488,0.580,73.333,303.000
10135.533,10225.298,10422.262,10335.357,10457.309,10621.817,10500.045,10509.880,-0.011,0.893,-0.426,-0.763,0.458,0.549,73.333,304.000
9750.994,9841.295,10037.364,9950.371,10072.054,10237.010,10114.075,10123.910,-0.012,0.895,-0.427,-0.610,0.397,0.488,73.333,305.000
9633.870,9724.529,9920.420,9833.517,9954.484,10119.351,9996.684,10006.430,-0.011,0.895,-0.424,-0.763,0.458,0.519,73.333,306.000
10272.505,10362.716,10559.680,10473.045,10594.638,10759.505,10638.000,10647.567,-0.012,0.895,-0.424,-0.763,0.427,0.580,73.333,307.000
10740.729,10830.673,11028.709,10941.895,11064.114,11228.802,11107.745,11117.848,-0.012,0.893,-0.423,-0.641,0.427,0.458,73.333,308.000
10429.861,10519.894,10717.572,10630.669,10752.620,10917.129,10795.714,10805.996,-0.011,0.892,-0.427,-0.641,0.458,0.549,73.333,309.000
10189.356,10279.210,10476.353,10389.359,10511.222,10675.998,10553.868,10563.972,-0.010,0.893,-0.426,-0.702,0.458,0.580,73.333,310.000
10735.812,10825.934,11023.971,10936.888,11059.107,11224.242,11102.738,11112.751,-0.011,0.894,-0.426,-0.580,0.397,0.580,73.333,311.000
11313.648,11403.771,11602.702,11515.440,11638.465,11803.241,11682.185,11692.556,-0.010,0.894,-0.423,-0.702,0.305,0.549,73.333,312.000
11108.729,11199.208,11397.513,11310.431,11433.007,11597.784,11476.816,11487.099,-0.009,0.894,-0.423,-0.732,0.366,0.519,73.333,313.000
10771.396,10862.233,11059.822,10973.009,11095.317,11259.826,11138.947,11148.782,-0.007,0.892,-0.425,-0.854,0.397,0.549,73.333,314.000
11199.923,11290.046,11488.797,11401.715,11524.202,11689.248,11568.727,11578.473,-0.009,0.892,-0.425,-0.732,0.366,0.488,73.333,315.000
11858.853,11948.796,12148.084,12061.359,12184.115,12349.607,12229.623,12240.084,-0.010,0.892,-0.424,-0.671,0.427,0.519,73.333,316.000
11778.833,11869.224,12068.065,11981.161,12104.274,12269.588,12149.515,12159.886,-0.010,0.894,-0.425,-0.610,0.397,0.610,73.333,317.000
11375.608,11465.373,11664.661,11577.221,11699.708,11865.290,11744.680,11754.783,-0.010,0.894,-0.426,-0.702,0.488,0.549,73.333,318.000
11668.237,11758.002,11957.647,11870.386,11993.053,12158.545,12038.024,12048.306,-0.012,0.896,-0.429,-0.763,0.397,0.488,73.333,319.000
12371.959,12461.456,12661.728,12574.734,12697.938,12863.430,12743.714,12753.906,-0.011,0.896,-0.428,-0.732,0.427,0.519,73.333,320.000
12434.634,12524.666,12724.760,12637.855,12761.237,12926.819,12807.014,12817.206,-0.010,0.896,-0.429,-0.793,0.458,0.549,73.333,321.000
12001.188,12091.222,12291.046,12203.874,12327.166,12492.479,12372.406,12382.241,-0.011,0.896,-0.425,-0.610,0.427,0.580,73.333,322.000
12145.849,12235.435,12435.706,12348.624,12471.648,12637.319,12517.246,12527.349,-0.010,0.894,-0.425,-0.763,0.366,0.519,73.333,323.000
12859.942,12949.797,13150.694,13063.701,13187.172,13353.022,13233.217,13243.499,-0.011,0.892,-0.427,-0.732,0.336,0.549,73.333,324.000
13071.211,13160.618,13362.410,13275.060,13398.352,13564.648,13445.111,13455.215,-0.009,0.891,-0.425,-0.763,0.366,0.580,73.333,325.000
12645.098,12734.326,12935.670,12848.409,12971.701,13137.462,13018.015,13028.207,-0.010,0.893,-0.427,-0.671,0.458,0.519,73.333,326.000
12638.839,12728.067,12929.055,12841.883,12965.085,13131.203,13011.666,13021.948,-0.009,0.894,-0.428,-0.732,0.397,0.488,73.333,327.000
13325.127,13414.534,13616.951,13529.422,13653.161,13819.190,13700.011,13710.382,-0.011,0.894,-0.425,-0.671,0.366,0.519,73.333,328.000
13679.269,13769.033,13971.450,13883.742,14007.839,14173.957,14054.867,14065.417,-0.009,0.891,-0.421,-0.671,0.366,0.427,73.333,329.000
13298.216,13388.159,13589.593,13502.421,13626.429,13792.278,13673.010,13683.649,-0.012,0.894,-0.423,-0.793,0.427,0.519,73.333,330.000
13153.556,13243.409,13445.021,13357.671,13481.590,13647.171,13528.260,13538.631,-0.011,0.894,-0.425,-0.732,0.397,0.610,73.333,331.000
13774.934,13864.430,14067.026,13979.765,14103.684,14269.622,14150.890,14161.529,-0.010,0.893,-0.426,-0.702,0.397,0.610,73.333,332.000
14258.446,14347.585,14550.718,14463.457,14587.822,14753.851,14635.118,14646.026,-0.011,0.893,-0.425,-0.732,0.397,0.549,73.333,333.000
13957.860,14046.999,14249.774,14162.334,14286.699,14452.460,14333.549,14344.367,-0.011,0.894,-0.423,-0.641,0.427,0.549,73.333,334.000
13692.143,13781.818,13984.235,13896.796,14020.803,14186.742,14067.652,14078.381,-0.010,0.894,-0.423,-0.702,0.336,0.519,73.333,335.000
14216.962,14306.279,14509.681,14422.062,14546.069,14712.724,14593.544,14604.272,-0.010,0.895,-0.424,-0.763,0.397,0.641,73.333,336.000
14803.114,14891.896,15096.458,15008.661,15132.937,15299.681,15180.858,15191.855,-0.011,0.893,-0.423,-0.732,0.397,0.488,73.333,337.000
14610.084,14699.134,14903.518,14815.273,14939.996,15106.293,14987.918,14998.558,-0.013,0.895,-0.423,-0.671,0.397,0.580,73.333,338.000
14252.903,14342.042,14545.979,14458.093,14582.726,14748.665,14630.022,14640.482,-0.011,0.894,-0.424,-0.824,0.458,0.641,73.333,339.000
14654.072,14743.032,14947.060,14859.172,14983.716,15150.281,15031.191,15041.741,-0.011,0.892,-0.426,-0.793,0.427,0.549,73.333,340.000
15316.668,15405.181,15609.565,15521.768,15646.938,15813.771,15684.756,15696.111,-0.012,0.894,-0.425,-0.732,0.488,0.519,73.333,341.000
15253.814,15342.864,15547.069,15459.450,15584.084,15751.097,15624.943,15636.477,-0.008,0.892,-0.429,-0.824,0.427,0.549,73.333,342.000
14835.479,14924.976,15128.913,15041.205,15165.659,15332.135,15213.492,15224.758,-0.009,0.893,-0.426,-0.793,0.397,0.580,73.333,343.000
15095.296,15183.987,15388.193,15300.932,15425.387,15591.952,15469.285,15480.640,-0.010,0.893,-0.424,-0.702,0.458,0.549,73.333,344.000
15793.833,15882.614,16090.574,16003.224,16124.729,16291.204,16170.505,16182.038,-0.013,0.893,-0.425,-0.671,0.519,0.549,73.333,345.000
15875.104,15963.706,16172.650,16085.121,16205.552,16372.117,16254.278,16265.634,-0.011,0.893,-0.425,-0.793,0.427,0.519,73.333,346.000
15438.887,15527.579,15731.695,15644.702,15769.604,15936.348,15810.552,15821.370,-0.012,0.895,-0.427,-0.793,0.397,0.610,73.333,347.000
15547.338,15636.029,15842.560,15755.388,15879.038,16045.603,15920.701,15931.698,-0.012,0.893,-0.430,-0.702,0.427,0.580,73.333,348.000
16236.308,16324.463,16543.332,16455.355,16575.070,16741.814,16632.561,16643.824,-0.013,0.894,-0.427,-0.671,0.397,0.610,73.333,349.000
16475.383,16563.627,16779.365,16691.301,16812.000,16979.102,16869.221,16880.664,-0.011,0.892,-0.425,-0.763,0.275,0.641,73.333,350.000
16044.977,16133.669,16348.424,16260.627,16378.912,16546.104,16438.010,16449.365,-0.012,0.895,-0.422,-0.641,0.397,0.610,73.333,351.000
16010.823,16099.247,16312.215,16224.774,16345.652,16512.664,16402.605,16413.691,-0.012,0.896,-0.424,-0.793,0.519,0.549,73.333,352.000
16683.432,16771.588,16980.531,16892.645,17021.033,17188.402,17077.717,17088.982,-0.012,0.895,-0.424,-0.763,0.397,0.580,73.333,353.000
17069.135,17157.199,17347.189,17259.750,17401.816,17569.008,17450.098,17461.721,-0.010,0.893,-0.426,-0.793,0.397,0.549,73.333,354.000
16680.035,16767.832,16982.141,16894.434,17018.439,17185.811,17071.727,17083.350,-0.009,0.895,-0.425,-0.671,0.427,0.549,73.333,355.000
16488.525,16575.965,16809.496,16721.252,16837.033,17004.672,16898.010,16909.363,-0.010,0.895,-0.424,-0.549,0.397,0.580,73.333,356.000
17119.648,17207.447,17410.043,17322.424,17454.836,17622.027,17504.635,17516.080,-0.011,0.892,-0.424,-0.732,0.366,0.580,73.333,357.000
17619.256,17707.143,17911.973,17824.086,17952.385,18119.486,18001.381,18013.182,-0.008,0.894,-0.425,-0.793,0.458,0.549,73.333,358.000
17328.236,17416.123,17614.428,17526.719,17660.918,17828.289,17709.646,17721.537,-0.009,0.893,-0.424,-0.671,0.366,0.549,73.333,359.000
17040.346,17128.232,17327.072,17239.455,17372.670,17540.131,17421.309,17433.379,-0.013,0.893,-0.425,-0.763,0.427,0.397,73.333,360.000
17541.471,17628.732,17827.484,17740.045,17873.707,18041.436,17922.791,17935.131,-0.012,0.895,-0.428,-0.763,0.488,0.549,73.333,361.000
18140.498,18227.760,18435.361,18347.564,18473.359,18640.818,18522.533,18535.141,-0.010,0.893,-0.428,-0.702,0.458,0.549,73.333,362.000
17960.254,18047.604,18255.654,18167.768,18293.383,18460.664,18342.736,18354.717,-0.011,0.895,-0.427,-0.702,0.488,0.488,73.333,363.000
17584.477,17671.469,17879.162,17791.006,17917.248,18084.172,17965.887,17978.225,-0.012,0.895,-0.425,-0.641,0.427,0.519,73.333,364.000
17957.213,18044.654,18252.436,18164.459,18290.254,18457.535,18339.428,18351.678,-0.010,0.893,-0.424,-0.641,0.488,0.519,73.333,365.000
18626.514,18713.238,18922.541,18834.027,18959.912,19127.373,19009.355,19021.514,-0.010,0.891,-0.425,-0.671,0.427,0.336,73.333,366.000
18583.330,18670.502,18879.535,18791.201,18916.998,19084.277,18966.350,18978.510,-0.011,0.893,-0.421,-0.641,0.427,0.427,73.333,367.000
18150.422,18237.773,18446.270,18358.293,18483.820,18651.191,18533.174,18545.244,-0.014,0.895,-0.421,-0.671,0.427,0.580,73.333,368.000
18381.092,18467.996,18677.119,18588.695,18714.490,18882.219,18764.111,18776.271,-0.010,0.893,-0.424,-0.763,0.458,0.610,73.333,369.000
19084.547,19171.002,19380.842,19292.328,19418.303,19585.852,19468.014,19480.262,-0.010,0.893,-0.426,-0.732,0.519,0.580,73.333,370.000
19186.023,19272.480,19482.229,19393.805,19519.869,19687.328,19569.311,19581.828,-0.011,0.894,-0.427,-0.610,0.397,0.580,73.333,371.000
18738.363,18825.266,19034.479,18946.145,19072.119,19239.668,19121.471,19134.078,-0.011,0.891,-0.427,-0.671,0.366,0.549,73.333,372.000
18821.152,18908.057,19117.359,19029.293,19154.998,19322.547,19204.441,19217.047,-0.008,0.892,-0.427,-0.610,0.305,0.580,73.333,373.000
19521.479,19607.846,19817.951,19729.797,19855.859,20023.230,19905.213,19918.088,-0.011,0.894,-0.424,-0.580,0.336,0.519,73.333,374.000
19768.867,19854.877,20065.252,19977.006,20103.070,20270.619,20152.691,20165.387,-0.010,0.893,-0.422,-0.610,0.397,0.427,73.333,375.000
19337.836,19424.650,19634.311,19545.977,19672.129,19839.410,19721.482,19734.178,-0.011,0.892,-0.420,-0.610,0.305,0.549,73.333,376.000
19274.178,19360.902,19570.562,19482.139,19608.561,19775.842,19657.914,19670.699,-0.010,0.893,-0.424,-0.671,0.427,0.641,73.333,377.000
19934.270,20020.369,20230.834,20142.498,20268.832,20436.738,20318.273,20331.236,-0.012,0.893,-0.426,-0.549,0.427,0.519,73.333,378.000
20320.777,20406.697,20617.787,20529.363,20655.338,20823.422,20705.227,20718.191,-0.013,0.893,-0.425,-0.641,0.458,0.549,73.333,379.000
19949.201,20035.301,20246.121,20157.252,20283.404,20451.311,20333.473,20345.990,-0.011,0.893,-0.429,-0.641,0.397,0.580,73.333,380.000
19752.059,19837.979,20048.533,19960.197,20086.352,20254.258,20136.150,20148.668,-0.011,0.890,-0.424,-0.671,0.427,0.641,73.333,381.000
20334.277,20420.287,20631.020,20542.596,20668.928,20837.191,20718.727,20731.781,-0.013,0.893,-0.425,-0.641,0.488,0.610,73.333,382.000
20841.930,20927.760,21138.939,21050.338,21176.580,21345.201,21226.916,21240.059,-0.012,0.895,-0.423,-0.641,0.458,0.610,73.333,383.000
20561.371,20647.111,20858.559,20770.047,20896.289,21064.375,20946.357,20959.053,-0.010,0.894,-0.423,-0.610,0.488,0.610,73.333,384.000
20252.916,20338.836,20550.105,20461.504,20587.656,20755.830,20637.902,20650.420,-0.010,0.892,-0.425,-0.732,0.488,0.519,73.333,385.000
20729.725,20814.750,21026.467,20938.311,21064.105,21232.729,21114.441,21127.586,-0.010,0.893,-0.426,-0.763,0.519,0.549,73.333,386.000
21335.457,21420.482,21632.557,21544.311,21670.285,21838.996,21720.531,21734.211,-0.012,0.893,-0.424,-0.732,0.519,0.519,73.333,387.000
21171.932,21257.404,21469.209,21380.607,21506.939,21675.203,21557.275,21570.328,-0.011,0.893,-0.426,-0.732,0.458,0.549,73.333,388.000
20778.898,20864.371,21075.551,20987.305,21113.459,21281.633,21163.885,21176.580,-0.012,0.894,-0.424,-0.702,0.549,0.549,73.333,389.000
21126.064,21211.270,21422.807,21334.383,21460.984,21628.979,21511.141,21524.105,-0.011,0.893,-0.428,-0.641,0.458,0.488,73.333,390.000
21798.137,21883.164,22095.506,22006.992,22133.682,22301.768,22184.018,22196.893,-0.011,0.895,-0.428,-0.671,0.427,0.610,73.333,391.000
21771.584,21856.699,22069.041,21980.527,22107.307,22275.480,22157.553,22170.785,-0.009,0.893,-0.427,-0.702,0.397,0.580,73.333,392.000
21328.840,21414.402,21626.207,21538.053,21664.027,21832.471,21714.184,21727.863,-0.010,0.892,-0.423,-0.702,0.366,0.549,73.333,393.000
21530.631,21616.463,21828.268,21740.023,21866.086,22034.262,21916.154,21929.477,-0.011,0.895,-0.425,-0.732,0.305,0.458,73.333,394.000
22231.852,22317.145,22529.934,22441.242,22567.842,22736.018,22617.730,22631.410,-0.010,0.894,-0.424,-0.610,0.397,0.488,73.333,395.000
22350.584,22435.609,22648.576,22559.885,22686.664,22855.018,22736.463,22750.322,-0.010,0.892,-0.425,-0.702,0.397,0.519,73.333,396.000
21896.217,21980.975,22194.031,22105.340,22231.852,22400.293,22281.830,22295.330,-0.013,0.893,-0.425,-0.671,0.488,0.580,73.333,397.000
21948.162,22032.920,22245.887,22157.195,22283.707,22452.150,22333.863,22347.096,-0.010,0.894,-0.426,-0.702,0.427,0.549,73.333,398.000
22640.441,22724.482,22938.256,22849.295,22975.984,23144.518,23026.590,23039.643,-0.011,0.891,-0.426,-0.641,0.366,0.580,73.333,399.000
22908.662,22992.973,23206.744,23117.963,23244.564,23413.096,23295.078,23308.400,-0.009,0.891,-0.428,-0.702,0.275,0.610,73.333,400.000
22481.654,22566.502,22779.916,22690.865,22817.557,22986.178,22867.803,22881.303,-0.010,0.893,-0.423,-0.702,0.397,0.549,73.333,401.000
22390.906,22475.664,22688.898,22600.207,22726.539,22895.430,22776.875,22790.377,-0.010,0.894,-0.422,-0.702,0.336,0.610,73.333,402.000
23034.725,23118.857,23332.541,23244.027,23370.537,23538.980,23421.232,23434.285,-0.009,0.895,-0.425,-0.702,0.366,0.610,73.333,403.000
